"Email Address","Alias","Display Name","First Name","Last Name","Company","Department","OU","Last Logon Time","Server Name","Database","When Mailbox Created","Mailbox Size In MB","Item Count","Prohibit Send Receive Quota","UseDatabaseQuotaDefaults","Last Modified","Hidden From GAL","Single Item Recovery Enabled","Junk Enabled","Owner"
"User40@canada.ca","User40","User40","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:19 PM","0","18","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User44@canada.ca","User44","User44","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:21 PM","0","26","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User45@canada.ca","User45","User45","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:21 PM","0","31","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User46@canada.ca","User46","User46","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:22 PM","0","31","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User48@canada.ca","User48","User48","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:22 PM","0","18","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User53@canada.ca","User53","User53","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:24 PM","0","21","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User56@canada.ca","User56","User56","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:26 PM","0","18","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User57@canada.ca","User57","User57","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:26 PM","0","21","Unlimited","True","10/13/2018 12:10:41 AM","False","False","True",""
"User67@canada.ca","User67","User67","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:30 PM","0","27","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User69@canada.ca","User69","User69","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:31 PM","0","21","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User74@canada.ca","User74","User74","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:33 PM","0","28","Unlimited","True","10/13/2018 12:10:42 AM","False","False","True",""
"User81@canada.ca","User81","User81","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:36 PM","0","18","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User82@canada.ca","User82","User82","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:36 PM","0","18","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User84@canada.ca","User84","User84","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:37 PM","0","28","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User85@canada.ca","User85","User85","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:37 PM","0","21","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User91@canada.ca","User91","User91","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:39 PM","0","30","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User96@canada.ca","User96","User96","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:41 PM","0","31","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User97@canada.ca","User97","User97","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:42 PM","0","18","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"User98@canada.ca","User98","User98","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:02:42 PM","0","31","Unlimited","True","10/13/2018 12:10:43 AM","False","False","True",""
"NewGuy3@canada.ca","NewGuy3","NewGuy3","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:12 PM","0","34","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy7@canada.ca","NewGuy7","NewGuy7","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:29 PM","0","39","Unlimited","True","1/22/2019 9:28:20 AM","False","False","True",""
"NewGuy12@canada.ca","NewGuy12","NewGuy12","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:31 PM","0","33","Unlimited","True","1/22/2019 9:28:14 AM","False","False","True",""
"NewGuy14@canada.ca","NewGuy14","NewGuy14","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:32 PM","0","40","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy19@canada.ca","NewGuy19","NewGuy19","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:34 PM","0","43","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy21@canada.ca","NewGuy21","NewGuy21","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:35 PM","0","44","Unlimited","True","1/22/2019 9:28:15 AM","False","False","True",""
"NewGuy26@canada.ca","NewGuy26","NewGuy26","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:37 PM","0","31","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy29@canada.ca","NewGuy29","NewGuy29","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:38 PM","0","40","Unlimited","True","1/22/2019 9:28:16 AM","False","False","True",""
"NewGuy34@canada.ca","NewGuy34","NewGuy34","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:40 PM","0","31","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy37@canada.ca","NewGuy37","NewGuy37","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:41 PM","0","34","Unlimited","True","1/22/2019 9:28:17 AM","False","False","True",""
"NewGuy39@canada.ca","NewGuy39","NewGuy39","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:42 PM","0","43","Unlimited","True","1/22/2019 9:28:18 AM","False","False","True",""
"NewGuy48@canada.ca","NewGuy48","NewGuy48","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:46 PM","0","43","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"NewGuy49@canada.ca","NewGuy49","NewGuy49","","","","","canada.ca/Users",,"E2016-01","DB04","9/13/2018 2:10:47 PM","0","43","Unlimited","True","1/22/2019 9:28:19 AM","False","False","True",""
"Room06@canada.ca","Room06","Room06","","","","","canada.ca/Users",,"E2016-01","DB04","11/21/2018 1:18:48 PM","0","21","Unlimited","True","8/6/2019 8:18:32 AM","False","False","True",""
"Shared04@canada.ca","Shared04","Shared04","","","","","canada.ca/Users",,"E2016-01","DB04","11/21/2018 1:19:26 PM","0","21","Unlimited","True","8/6/2019 8:18:47 AM","False","False","True",""
"Shared05@canada.ca","Shared05","Shared05","","","","","canada.ca/Users",,"E2016-01","DB04","11/21/2018 1:19:26 PM","0","21","Unlimited","True","8/6/2019 8:18:47 AM","False","False","True",""
"Shared08@canada.ca","Shared08","Shared08","","","","","canada.ca/Users",,"E2016-01","DB04","11/21/2018 1:19:28 PM","0","21","Unlimited","True","8/6/2019 8:18:50 AM","False","False","True",""
"Shared09@canada.ca","Shared09","Shared09","","","","","canada.ca/Users",,"E2016-01","DB04","11/21/2018 1:19:28 PM","0","21","Unlimited","True","8/6/2019 8:18:51 AM","False","False","True",""
"Custom.Guy1@contoso.ca","CustomGuy1","Custom Guy1","Custom","Guy1","","Contoso","canada.ca/Users",,"E2016-01","DB04","5/9/2019 8:50:46 AM","0","21","Unlimited","True","8/6/2019 8:18:52 AM","False","False","True",""
